X1,X2
2.6,25.0
2.4,25.0
2.5,29.0
3.1525741029641177,16.262870514820587
2.6,23.842823712948498
2.5,25.0
2.4,25.0
2.5,21.0
3.0,24.0
2.4,25.0
3.1,21.0
2.1,29.0
2.7,23.0
3.8,32.5
3.6,35.0
2.8,26.5
3.0,20.0
2.5,26.0
2.7,23.0
2.5,18.0
2.6,30.0
2.2,21.0
2.6,29.5
3.8,19.0
2.3,25.0
2.6,21.5
2.6,23.5
2.3,26.0
2.5,23.0
2.3,28.0
3.0,29.0
2.9,24.0
2.5,29.0
3.0,17.0
2.3,30.0
2.4,25.0
2.5,26.0
2.4,20.0
2.6,33.0
2.8,26.0
2.5,25.0
2.3,35.0
2.6,21.0
2.3,34.0
3.2,22.0
3.5,27.0
2.9,22.0
2.7,31.0
2.521138845553821,30.21138845553821
2.2,32.0
3.5,32.0
2.8,24.0
2.8211388455538193,22.5
3.0,30.0
2.242277691107638,30.78861154446181
3.0,24.0
3.4,29.0
3.3,32.0
3.0,30.0
2.6737129485179403,24.0
2.8,32.0
3.200000000000005,37.59595296691281
3.3,24.0
3.0,32.0
2.7,28.0
3.200000000000008,33.978966365873745
3.3,31.0
3.27371294851794,33.0
3.7,28.0
2.7,38.0
3.1,35.0
2.7,41.0
2.0,32.5
3.4999999999999996,33.0
3.0,28.0
3.2,32.0
3.4,28.0
3.1,34.0
2.5,27.0
3.7,28.0
2.4,43.0
2.7,29.0
3.7,27.0
3.5,42.0
2.3,34.0
3.2,32.0
2.9,37.0
2.6,29.0
3.3,31.0
3.7000000000000015,36.04008750341812
2.1,41.0
2.5,35.0
3.4,25.5
2.9788611544461796,29.211388455538202
3.7,24.0
2.9,30.0
3.7,25.0
3.4,29.0
2.5,39.0
2.7,34.0
3.4,27.0
3.1,39.0
3.9,37.0
3.0,33.0
3.1,32.0
3.0,33.0
3.3,38.0
2.9,33.0
3.1,34.0
2.0,32.5
2.9,39.0
3.6,32.0
3.4,27.0
2.8,25.0
3.1,29.0
3.222193054416193,32.08772764561122
3.1,30.0
3.2,32.0
3.0,31.0
2.8,32.0
2.6,23.5
3.6,30.0
3.5,37.0
3.2,29.0
3.0,26.0
2.9,30.0
3.5,32.0
3.026287051482063,23.77886115444619
2.8,29.0
2.2,20.3
2.8,30.0
2.6,32.0
3.5,25.0
3.4,34.0
2.5,27.0
2.4,23.0
2.5,21.0
3.4,27.0
3.1731669266770774,26.0
3.0,28.0
3.0682690730106645,36.105168170631664
2.6,30.0
2.4,24.0
2.4,41.0
2.4,30.0
3.0,25.0
2.885977577249112,37.175280284386126
2.8,32.0
2.2,20.5
3.6,24.0
2.1,28.0
2.5,26.0
2.4,20.3
2.7,18.0
2.8,29.0
1.8,19.7
3.0,28.0
2.0,31.5
2.2,34.0
2.2,40.0
3.1,23.5
3.4,32.0
2.7,28.0
2.8,27.0
3.6,27.0
2.9,28.0
2.9,35.0
3.2,32.0
3.6,29.0
3.4,39.0
2.1,21.0
2.6,30.0
2.9631009023789994,33.97896636587367
2.6,26.0
3.3808094066174457,29.056089691003553
2.8,30.0
2.4365834633385366,37.36583463338537
2.4,20.0
2.1,39.0
2.4,28.0
3.4000000000000017,30.091145747880788
2.9,26.5
2.7,28.0
3.1,28.0
3.1,24.0
2.8,28.0
3.0,35.0
2.9,28.0
3.0,24.0
2.7,27.0
3.5,18.5
2.9,14.0
3.1,33.0
2.6,32.0
3.3,32.5
3.5,32.0
3.600000000000003,36.76863002461035
2.2,34.0
2.4,41.0
2.2948517940717568,29.94851794071757
3.6,17.5
2.7,36.0
3.0,25.0
3.3,32.5
3.0,28.0
2.4,26.0
2.1,29.0
3.3,38.0
4.0,36.0
3.0,35.0
2.3,40.0
3.0,36.0
2.5,36.0
3.3,33.0
3.5,34.0
2.4,19.0
2.7,41.0
3.1,39.0
3.2,34.0
3.1,35.0
2.7,39.0
3.1,34.0
3.0,38.0
3.0,33.0
3.1,33.0
3.150560568772219,41.61077385835386
3.101843040743784,39.96494394312283
2.4,41.0
2.9,37.0
2.6,32.0
3.0,33.0
2.5,20.0
3.3,39.0
3.4,36.0
2.7,37.0
2.4,40.0
3.3,31.0
2.8,36.0
3.1,34.0
3.2262870514820596,45.68018720748835
2.2262870514820596,23.737129485179402
3.5,32.5
3.0,30.0
3.2,32.0
3.1,34.0
2.9,36.0
3.1,35.0
3.7,29.5
2.3,27.0
3.5,29.0
3.0,34.0
3.1,35.0
2.7,39.0
2.6,35.0
2.7,36.0
2.2,21.0
3.4,31.0
2.5,42.0
3.5,33.0
3.4,24.0
2.9,35.0
2.7,40.0
2.8,23.0
3.1,28.0
3.7,31.0
2.9,35.0
2.752764561115671,37.00000000000003
3.3,38.0
3.3,32.0
3.4,30.0
1.8,19.7
2.7,37.0
3.1,32.0
2.4,40.0
3.1737129485179403,35.0
3.5,32.0
3.2,33.0
2.9,40.0
3.1387421383647807,47.43910308996447
2.6,29.0
2.6,30.262870514820605
2.1,21.0
2.5,27.0
2.9,23.0
1.9422776911076325,26.262870514820612
2.5,33.0
2.5,21.0
2.8,28.0
3.6,27.0
2.7,27.657176287051506
2.6,31.0
2.7,20.0
2.8,26.051482059282385
3.0,24.5
3.1,25.0
2.5,29.0
2.2,28.5
2.4,25.5
2.4,33.0
3.5999999999999996,17.5
2.5,28.0
2.4,25.0
2.3,30.0
2.3,30.0
2.5,26.0
3.1,26.0
2.2,40.0
2.6,26.0
2.0,24.0
2.8,26.0
3.2,19.0
2.5,27.0
2.5,27.0
3.4,23.0
2.5,22.716848673946735
2.9,32.0
3.7,22.0
3.3,26.0
2.7,23.0
2.8841345365053326,37.455728739403895
2.4,27.0
3.1,32.0
3.800000000000001,42.000000000000014
3.7000000000000006,35.57932731747334
3.6000000000000023,38.2804484550178
2.6579327317473345,39.000000000000014
3.0801640689089433,33.000000000000036
3.524949412086409,37.45572873940392
2.6822914957615547,40.964943943122805
3.5771233251298895,45.00000000000001
3.0044134536505243,40.057123325129844
3.3000000000000003,39.96494394312279
3.4723161060978973,39.000000000000036
2.6,28.5
2.5,21.0
3.200000000000003,35.85977577249115
3.1000000000000005,43.00000000000002
2.329887886245556,37.45572873940388
2.9,27.0
2.436899097621002,40.00000000000002
3.2,14.5
3.2929887886245583,39.00000000000003
3.4682690730106653,39.000000000000014
3.108854252119225,38.28044845501779
3.300000000000001,39.000000000000014
3.107011211375445,37.45753349740226
3.2,36.736560021875846
2.0,32.5
3.8000000000000016,41.96494394312279
3.6789663658736704,38.4925895542795
2.5000000000000036,37.00000000000006
2.6040470330872325,43.00000000000004
3.200000000000001,39.000000000000014
2.6579327317473376,39.00000000000005
2.1,26.0
3.7288050314465417,42.03505605687724
3.7420672682526677,42.000000000000014
3.700000000000002,39.95092152037191
2.4,29.0
2.1,26.0
2.4,27.5
3.8014438063986877,34.96494394312278
3.6228766748701133,41.92988788624557
3.8,19.0
3.298156959256213,34.9649439431227
3.200000000000002,35.00000000000002
2.126562756357671,43.990784796281126
2.387820617992894,39.92067268252672
3.1345802570412395,29.246819797648524
2.2,22.0
3.9383811867651097,41.000000000000014
2.3,26.0
2.4789663658736703,39.00000000000006
3.6999999999999993,32.99999999999999
3.1051681706316687,37.07011211375448
2.5859775772491136,40.000000000000036
2.0948517940717584,31.0
2.429887886245558,40.96494394312281
2.6,23.5
2.7771233251298897,38.00000000000002
2.9845501777413324,38.26562756357675
3.080809406617448,36.245392398140574
2.9808094066174475,37.315504511895014
2.1,21.0
3.03209734755263,39.90962537599131
3.4637845228329285,34.929887886245595
3.4000000000000012,40.00000000000001
3.7000000000000015,39.96494394312279
2.730248837845231,45.000000000000036
2.974159146841675,37.17888980038284
3.8000000000000034,38.47235438884335
3.4000000000000012,43.000000000000014
3.066786983866557,32.99999999999999
3.7324911129341003,40.00000000000001
2.6354552912223146,42.00000000000002
3.6560678151490356,45.000000000000014
3.3929887886245576,39.96494394312279
3.371955154498224,41.7210281651628
3.370112113754446,36.649439431227805
3.1457533497402252,42.000000000000014
2.6,23.0
3.6000000000000045,38.18829641782887
3.450921520371896,36.57932731747341
3.8070112113754435,32.99999999999999
3.443910308996447,45.00000000000001
3.2,32.0
2.9878206179928934,40.000000000000036
2.4,27.0
2.8808094066174452,38.370795734208365
3.361257861635221,41.000000000000014
3.8612578616352193,32.10516817063167
3.007011211375448,37.07011211375448
3.1058846048673923,39.929887886245595
2.6,26.0
2.7509215203718895,36.0
2.54058517910856,46.85977577249114
2.890062893081763,38.51501230516821
2.7581022696199176,37.31550451189506
3.585977577249113,41.8247197156139
3.535056056877224,40.00000000000002
3.371955154498224,35.00000000000001
3.664544708777689,38.278452283292324
3.4,32.0
3.5,40.0
3.2,38.0
3.707771397320209,41.000000000000014
3.0,42.0
3.8527645611156696,43.000000000000014
2.5,39.0
2.8,34.0
3.5,35.0
3.0,40.0
2.2,40.0
2.9,39.0
3.4,39.0
3.2,44.0
3.2,33.0
3.1,33.0
3.4,39.0
3.0,40.0
3.5,39.0
2.9,39.0
3.6,36.0
3.0,36.0
3.0,33.0
2.7,38.0
3.7276838939021077,42.000000000000014
2.9,42.0
3.8,31.5
3.4,39.0
3.3,25.0
2.9,39.0
3.6,31.0
3.1,34.0
3.3,32.0
3.475280284386109,36.387421383647805
2.7,35.0
3.007011211375445,37.22876674870113
3.1,34.0
3.2,37.0
3.2,35.0
2.852574102964119,32.0
3.1,34.0
4.0070112113754455,42.000000000000014
3.2,37.0
3.9981569592562263,33.070112113754476
3.700000000000002,44.00000000000002
3.778966365873668,43.000000000000014
3.0,41.0
2.5,34.5
3.3,28.0
3.4,29.0
3.4,36.0
2.7,38.0
2.3,39.0
2.8,33.0
3.4,31.0
3.7,33.0
3.6,38.0
2.5,39.0
3.4,32.0
3.2,35.0
3.1,34.0
3.0,31.0
2.7,38.0
3.4,36.281591263651
3.3,38.0
2.7,34.0
3.2,34.0
3.3,32.5
3.4,35.0
2.9,40.0
3.0,35.0
3.6,38.0
2.7,41.0
2.9,40.0
2.9,40.0
3.5,33.0
3.4,38.0
2.8,33.0
2.7,33.0
3.0,43.0
3.2,46.0
3.2,26.5
3.3,37.0
3.7,32.5
2.7,38.0
3.1,36.0
3.0,38.0
3.3,33.0
2.9,33.0
3.4,29.0
3.1,34.0
2.9,40.0
3.0,29.0
3.5,32.02574102964119
3.4,32.0
3.4,34.0
3.0,33.0
2.9,34.0
3.1,34.0
2.8,34.0
3.0,35.0
3.3,33.5
2.5,40.0
2.7,23.0
3.3,32.0
3.4,30.0
3.1,31.0
2.5,37.0
2.9,33.0
3.0,35.0
3.1,33.0
2.8,37.0
3.3,39.0
3.1,33.0
2.6,33.0
3.6,32.0
2.9,42.0
2.4,28.0
2.9,23.0
2.4,30.47425897035879
3.0,20.0
3.3,27.0
3.0,20.0
1.9,31.5
2.9,22.0
3.4,31.0
2.9,23.0
2.5,29.0
3.0,21.0
2.3,30.0
3.3,26.0
2.3,26.0
2.3,29.5
3.436899097621003,26.35757178014768
2.6,29.0
3.9,36.0
2.7,28.0
2.1,28.0
2.2,33.0
2.5,17.5
2.4,31.0
2.3,29.0
2.3,27.7
2.8,31.0
2.9,28.0
2.2525741029641204,30.474258970358793
3.0,24.5
2.8,27.0
3.5,32.0
3.5,32.0
3.2,19.0
2.1,29.0
2.7,27.0
2.1,27.0
2.9,30.0
2.8,27.0
3.2,19.0
2.5,27.0
2.3,28.0
2.3,28.0
3.0,26.0
2.6,28.0
3.579407176287042,26.20592823712958
2.9,30.0
2.4,26.0
2.6,30.0
3.8314352574102983,28.0
2.5,27.0
3.5,31.0
3.2,33.0
2.3,29.0
2.3,34.0
2.4,28.0
3.1,30.0
3.0,26.0
3.7,22.0
3.3,24.0
2.2,36.0
3.2,14.5
2.9,30.0
2.3,33.0
3.0,20.0
3.3,24.0
3.3878206179928916,37.000000000000014
2.6,32.0
2.6,31.0
2.5,33.0
2.992988788624559,37.404047033087274
3.3,23.5
2.073712948517941,21.0
2.9,28.262870514820605
3.1,23.5
3.3,25.0
2.5,30.0
3.4,25.5
2.8,30.262870514820595
3.0,25.0
2.5,29.0
3.4,36.0
2.7,28.0
3.2,27.0
2.8,34.0
2.9,30.0
3.6,27.5
2.6,29.0
2.8,35.0
2.4,31.0
3.0,29.0
2.3,29.0
3.1,25.0
3.1,29.0
3.1,27.0
3.3,29.0
2.9,30.0
2.652764561115671,30.00000000000003
3.2,26.0
2.4,20.7
2.4,33.0
2.7,30.0
3.6332512988788634,39.96494394312278
3.1,30.0
3.2,27.0
3.5579327317473353,44.000000000000014
2.3,25.0
3.3,25.0
2.7,32.0
2.5,38.0
2.5,24.0
2.7,28.000000000000004
3.3,29.0
3.2,27.0
2.7,24.0
2.5,30.0
2.7,28.0
3.292667706708319,20.6544461778472
2.5,27.0
3.2999999999999994,29.631435257410295
2.7,30.0
2.4165366614664467,36.0
2.9,33.0
2.8,28.0
2.8,26.0
2.5,33.0
2.8,28.0
2.9,32.0
3.3,26.0
3.3,31.0
2.7319812792511615,30.0
3.0056942277691028,28.0
2.689703588143524,29.44851794071762
3.16684867394714,32.0
2.6,26.0
2.4,29.0
2.8,32.0
3.7,26.0
3.1,27.0
3.5,26.0
2.3,37.0
2.5,32.0
2.7,33.0
3.0,28.5
2.8,27.0
2.8,28.0
3.4,37.0
3.5,28.0
3.6,29.0
3.3,28.5
2.9,29.0
2.9,30.0
2.9,29.0
3.3,30.0
2.8,28.0
3.1,28.0
2.4,31.0
2.6,30.0
3.1999999999999997,27.737129485179402
2.5,32.0
3.1,31.0
2.6,33.0
2.8,26.0
3.1,29.0
3.0,27.0
2.832293291731496,29.322932917314958
2.9,30.0
2.7,28.0
3.3,27.5
3.1,29.0
2.5051482059282413,30.0
2.8,28.0
3.451482059282391,27.0
3.1,31.0
2.8,27.0
3.5,27.0
2.7,30.0
3.0,25.0
3.2,27.0
3.5,26.0
3.2,25.0
3.0,28.5
3.0,29.0
2.6,29.0
2.8,35.0
3.1,26.0
2.7,28.0
3.6,26.0
3.5,25.0
3.9,27.0
2.6,34.0
2.4,34.0
2.8,27.5
2.8,32.0
3.1902496099843813,26.0
3.0,31.0
3.1,27.0
3.2,30.5
2.9,27.0
2.9,27.0
3.1,26.0
3.4,27.0
3.5314352574102985,24.0
2.9,26.0
2.5,27.0
3.3,27.5
2.6,29.0
2.4,34.0
3.1,27.0
2.3,29.0
2.4,29.0
3.5999999999999996,25.0
2.8,28.0
3.9,28.0
2.2,34.0
2.9,26.0
3.0,32.0
2.5,27.0
3.1,28.0
2.3,34.0
3.7,29.0
2.8,27.0
3.0,27.0
3.01599063962558,28.4200468018721
2.5,27.0
2.6,28.0
2.9,26.5
3.2,23.0
2.8,26.5
2.7,28.0
2.4,28.0
3.1,28.0
3.142277691107638,25.0
3.4,35.0
3.0,26.5
3.0,31.0
2.6,29.0
2.4,25.5
2.1,29.0
2.9,36.0
2.4,27.7
2.5,31.0
3.5,30.0
2.5,27.0
3.1,22.0
3.3,25.0
3.0,28.0
2.7,27.0
2.3,35.0
3.1,28.0
3.4,24.0
3.2,26.0
2.9,28.0
3.4,30.0
3.2,21.0
3.5,27.0
3.5,24.0
3.3,27.0
3.6,17.0
2.5,32.0
3.5,27.0
2.8452418096724528,25.0
3.6,28.0
2.9,22.0
2.2,31.5
2.9,18.0
2.1,41.0
3.5,21.0
2.6,35.0
3.6,29.0
3.5,18.0
3.5,25.0
2.651794071762726,30.482059282372735
2.6,26.0
2.7,34.0
2.6,31.0
2.6,31.0
2.5,25.5
3.0,19.0
2.8,28.0
3.3,28.0
3.0,21.0
2.9,25.0
3.07371294851794,25.0
2.9,16.0
2.5,22.0
3.6,28.5
3.5,23.3
2.7,28.0
2.8,22.5
3.1,36.0
3.6,26.0
2.6,26.0
2.5,30.0
2.7,18.0
2.8,33.0
2.8,29.0
3.6,26.0
2.1,32.0
2.6,22.0
3.0,18.0
3.5,32.0
2.5,28.0
2.7,31.0
3.0,32.0
3.4,28.5
2.7,36.0
2.8,29.0
3.1,25.0
2.7,35.0
2.9,30.0
2.9,31.0
3.6,31.0
2.5,40.0
3.6,29.0
2.9,32.0
2.6,32.0
2.5,38.0
3.6,24.0
3.0,30.0
3.1,28.0
3.1,27.0
3.6,29.0
3.0,29.0
2.4,32.0
2.2,31.0
3.0,33.0
3.9,27.0
2.584555382215286,18.788611544461784
3.1,28.0
3.5,30.0
3.0,32.0
3.7,28.0
3.3,33.0
3.8,30.0
3.0,35.0
3.4,30.0
2.6,34.0
2.7,33.0
3.0,33.0
3.3,31.0
3.8,19.0
3.6,25.0
2.8,33.0
2.9,29.0
3.6,32.0
3.7,25.0
2.5,42.0
2.2,36.0
3.1737129485179403,34.2628705148206
2.7,31.0
2.9,28.0
4.0,27.0
2.6051482059282396,34.0
3.8,32.5
3.6,31.0
2.7420672682526677,36.420672682526686
2.8789663658736706,37.2638228055784
3.5040853158326524,33.055482636040495
2.6,32.0
3.3,28.0
3.3,32.0
2.7,41.0
3.0,28.0
3.4,36.0
3.3,25.0
3.5,18.5
3.5140224227508905,38.19371069182393
3.42628705148206,27.262870514820598
3.1,33.0
3.0,29.5
3.3,27.0
3.0365834633385376,34.634165366614624
2.6228766748701173,39.000000000000085
3.362870514820597,32.0
2.6,34.0
3.0,30.0
2.8,35.0
2.6,34.5
3.0,28.0
3.3,30.0
3.0,23.0
2.6,30.0
2.9,34.0
3.2,37.0
2.2,40.0
2.4,32.0
3.0,33.0
3.6,17.0
3.3,28.0
2.774881050041025,34.92988788624563
3.3,28.0
3.7,34.0
3.4420672682526674,40.000000000000014
2.9,30.0
3.5,29.0
2.5,35.0
2.5,33.0
2.3742589703588024,33.0
3.1999999999999997,41.0
2.7,29.0
3.1,31.0
3.0,33.0
3.3,32.5
3.1,27.0
3.0,30.0
3.0,32.0
3.2,32.0
3.4,28.5
2.7,31.0
3.6,30.0
3.2,28.0
3.0,30.737129485179395
3.2,26.0
3.4,29.0
3.5,25.0
3.3,31.0
3.4,30.0
2.7,34.0
2.7,27.5
2.9,27.1314352574103
2.9560896910035597,33.000000000000064
3.0,30.0
3.7,22.0
2.7,27.0
2.7,39.0
2.4,28.975819032760437
2.7,34.0
3.7,28.0
3.8,28.0
3.0,30.0
2.6,32.0
2.5994539781591466,27.994539781591463
2.9,29.489079563186344
2.9,31.0
3.0,33.0
2.9,22.0
3.4,28.5
2.9,36.0
2.7,38.0
2.6,36.0
3.5,32.0
2.511388455538206,39.05694227769103
3.3,28.0
3.2,30.0
3.3,32.0
2.4,40.0
3.1,33.0
3.0,35.0
3.9210336341263345,41.00000000000001
2.7,37.0
3.9000000000000012,41.00000000000001
2.8,39.0
3.1,35.0
3.6,33.0
2.7,28.0
3.1,34.0
3.6,30.0
2.6,41.0
3.3,28.0
2.87371294851794,37.0
3.5,36.0
3.5,33.0
3.3,37.0
3.2,37.0
3.3,30.0
3.2,21.0
3.0,38.0
3.422876674870114,45.00000000000001
3.1,34.0
2.8,36.0
3.4490784796281133,41.00000000000003
3.1,33.0
2.7,42.0
2.8,33.0
2.6,41.0
3.1,33.05148205928239
2.9,37.0
3.1,36.0
3.5,40.0
2.5,43.31435257410298
3.2,34.0
3.1,34.0
3.3,37.0
3.3719551544982234,36.474159146841686
3.3,34.0
3.4,36.0
2.9,34.0
2.9,32.0
3.3,36.0
3.2,34.0
3.0,38.0
2.1,41.0
2.9040470330872314,46.944708777686635
2.7,38.0
3.0,35.0
3.2,32.0
2.9,34.0
3.3,38.0
3.0,27.7
3.4929887886245607,26.40665025977581
3.0563576702216593,28.500000000000057
3.0,24.0
3.5,21.0
2.7,22.5
3.7,24.0
2.4,32.0
3.6,23.5
3.1,32.0
2.5,23.0
3.1,26.0
2.6,34.0
3.3,28.0
2.8,29.0
3.6,27.5
3.1,25.0
3.8,28.0
2.9,29.0
2.4,28.5
2.6,21.5
2.4,43.0
3.2,21.0
3.3,27.0
3.8051681706316627,33.0350560568772
2.7,25.0
3.2,18.0
2.7,34.0
2.6,34.0
2.9,18.0
3.0,26.0
2.6,32.0
2.6,32.0
2.5,29.0
2.8,26.0
2.7,13.5
2.7,29.0
2.3,36.0
3.3,22.0
3.1,20.0
2.3,23.0
2.5,27.0
2.3405851791085586,34.894831829368336
2.978861154446176,14.131435257410294
3.1,28.0
2.1,26.0
2.6,28.5
1.878861154446183,26.631435257410303
2.5,27.0
2.9,26.5
2.2,39.0
3.5,22.0
2.8,29.0
2.7,20.0
2.4,37.0
3.0,24.0
3.4,39.0
3.1,28.0
2.9,28.0
2.7,28.0
2.9,29.0
2.9,21.0
3.1,28.0
3.1,20.0
2.7,32.0
3.0,26.0
2.5,39.0
2.6,41.0
3.1,28.0
3.1,33.0
2.4,43.0
3.3,27.0
3.5,33.0
2.9,35.0
3.2346951052775514,39.787640142192934
3.900000000000003,36.56089691003558
2.9,39.0
2.9,39.0
3.7,32.0
2.6,34.5
3.9000000000000012,35.12359857806947
3.1,33.0
2.4,39.0
3.035056056877223,42.000000000000014
3.5,35.0
2.9,42.0
3.0,38.0
3.0,36.0
3.0,34.0
3.2,33.0
2.4,37.0
2.97528028438611,34.00000000000001
3.8,32.5
2.8,36.0
3.1,31.0
3.2,36.0
3.1,35.0
3.0,33.0
3.5,32.0
3.3,27.0
2.647425897035881,39.0
2.5,37.0
3.453541153951334,39.000000000000014
3.1,31.0
3.3,32.0
2.5,37.0
3.6,31.0
3.052574102964119,33.0
3.1,33.0
3.2,32.0
2.7,36.0
2.8,34.0
2.7,34.0
2.9,33.0
3.5,33.0
2.8,39.0
3.6,31.0
3.507011211375446,38.542466502597776
2.7,38.0
2.9,35.0
3.7000000000000015,41.000000000000014
2.3,37.0
2.5,41.417316692667754
3.4,33.0
3.6,32.0
3.1062510254306837,37.56089691003557
2.8,33.0
2.7,38.0
2.7,36.0
2.9,38.0
2.9,34.0
3.5,32.5
3.29058791359039,39.000000000000014
3.7,32.0
3.5,37.0
3.1,21.0
3.2,38.0
2.6,34.0
2.8,40.0
3.208854252119226,39.929887886245574
2.8,33.0
2.4,37.0
3.6,31.0
3.2,32.0
3.366426032266886,41.52584085315834
3.0,38.0
3.2,32.0
2.8,35.0
3.1,40.0
2.7,34.0
2.5,37.0
3.4439103089964473,34.92988788624558
3.2,32.0
3.1,33.0
2.4,40.0
3.0,26.5
2.9,33.0
3.5,25.0
3.0,30.0
3.4,25.5
2.6,31.0
2.3,25.0
3.6,24.0
3.1,23.5
3.1368990976210007,32.99999999999999
3.1,26.0
2.9,36.5
3.9,28.0
3.0,35.0
3.9,21.0
2.5,27.0
2.8,25.0
3.5,29.0
3.1,28.0
3.4,29.0
3.16177847113888,25.483775351013918
2.5,32.5
3.7,22.0
3.9,21.0
3.129887886245558,40.943910308996465
3.1,26.0
3.2671479354662307,42.03505605687724
2.7,29.0
2.4,37.0
3.4,23.0
2.4,32.0
3.3,31.0
3.1,28.0
3.1999999999999975,35.64582991523103
2.2,36.0
3.4,30.0
3.0,28.0
2.5,34.0
2.9,36.0
3.1,28.262870514820595
2.7,27.0
2.8262870514820593,29.631435257410295
3.3,29.5
2.4,36.0
3.6,26.0
2.8,26.0
3.2,22.0
2.7,27.631435257410306
3.1,32.0
3.1,27.0
3.0948318293683323,36.29887886245554
3.3,23.0
2.6,25.0
3.1,28.0
2.8,24.0
3.0,26.0
2.7,27.762870514820598
3.2,29.0
2.8,27.5
2.7,29.0
2.9,31.0
3.4,29.0
3.3,25.0
2.5,37.0
2.7,34.0
2.7,42.0
2.9,32.0
2.8,33.0
3.026287051482061,27.737129485179388
2.6,29.0
2.8,28.0
2.5999999999999996,31.0
3.6,26.0
2.9,35.0
2.6,25.0
2.8,31.0
3.1,27.0
2.8,34.0
2.7,29.0
3.1,32.0
3.3,28.0
2.3,40.0
3.3,28.5
3.3298878862455576,44.00000000000002
3.4,27.0
2.9,32.0
3.1,32.0
2.8,31.0
2.8,32.0
3.1,26.0
3.6,30.0
2.7,32.0
2.7,29.0
2.5,28.0
2.9108424336973435,26.108424336973435
3.0,28.0
3.0,26.0
2.7,28.0
3.2,28.0
3.2121793820071134,39.82471971561393
3.3,26.0
2.8,26.0
3.1,25.7
3.1,27.0
2.9,29.0
2.8,29.0
3.1,32.0
3.1,30.0
2.6,28.0
3.01402242275089,41.000000000000014
3.3,25.0
3.0,30.0
3.3,33.0
2.6,30.0
2.9,27.0
2.9,30.0
2.6,31.0
2.9,26.0
2.7,29.0
3.0,31.0
3.0,30.0
2.9,32.0
3.1,28.0
3.1,27.0
2.4,31.0
3.6,26.0
3.2,30.0
2.8,37.0
3.0,29.0
2.6,33.0
2.5,32.0
2.8,27.0
2.8,27.0
3.2,27.0
3.2,27.0
2.7,29.0
2.9,26.0
3.2,26.5
2.7,27.0
2.2,31.0
2.5,26.0
3.4,29.0
